timestamp,queue_running,process_count,process_cpu_percent,process_rss_mb,system_load_1m,system_ram_used_mb,system_ram_total_mb,gpu_util_percent,gpu_memory_used_mb,gpu_memory_total_mb,gpu_temperature_c,gpu_power_w,disk_used_gb,disk_free_gb
2026-08-04T10:53:25+08:00,1,2,99.9,2551.0,17.08,68697.2,772407.7,68,1171,32768,33,80.91,1060417.33,13156348.67
2026-08-04T10:53:35+08:00,1,2,100.0,2091.1,17.36,67057.6,772407.7,86,20637,32768,35,71.07,1060417.58,13156347.42
2026-08-04T10:53:45+08:00,1,2,100.0,1978.9,18.10,67144.5,772407.7,97,17753,32768,35,230.98,1060417.83,13157007.17
2026-08-04T10:53:55+08:00,1,2,100.0,2171.1,18.86,68695.7,772407.7,98,13755,32768,36,272.51,1060409.85,13156356.15
2026-08-04T10:54:05+08:00,1,2,100.0,1642.4,19.53,68101.9,772407.7,0,1053,32768,31,67.69,1060411.13,13156369.87
2026-08-04T10:54:15+08:00,1,2,99.7,1638.3,18.98,63568.9,772407.7,0,1053,32768,29,56.01,1060411.38,13156393.62
2026-08-04T10:54:26+08:00,1,2,99.4,1638.3,19.00,65580.9,772407.7,0,1053,32768,29,55.90,1060413.13,13156395.87
2026-08-04T10:54:36+08:00,1,2,99.1,1638.3,18.52,65851.7,772407.7,0,1053,32768,29,55.97,1060419.29,13156411.71
2026-08-04T10:54:46+08:00,1,2,98.8,1638.3,18.07,66174.1,772407.7,0,1053,32768,29,56.01,1060419.71,13156410.29
2026-08-04T10:54:56+08:00,1,2,98.5,1638.3,18.21,66177.4,772407.7,0,1053,32768,29,55.90,1060420.93,13156409.07
2026-08-04T10:55:06+08:00,1,2,98.2,1638.3,18.33,66459.3,772407.7,0,1053,32768,29,56.01,1060422.81,13156400.19
2026-08-04T10:55:16+08:00,1,2,98.0,1642.0,19.03,64254.8,772407.7,0,1053,32768,29,55.94,1060423.04,13156399.96
2026-08-04T10:55:26+08:00,1,2,97.7,1642.0,19.58,64826.5,772407.7,0,1053,32768,29,55.90,1060423.29,13156380.71
2026-08-04T10:55:36+08:00,1,2,97.4,1642.0,19.58,65573.2,772407.7,0,1053,32768,29,55.90,1060425.48,13156373.52
2026-08-04T10:55:46+08:00,1,2,97.1,1642.0,19.42,67756.6,772407.7,0,1053,32768,29,56.01,1060426.14,13156364.86
2026-08-04T10:55:56+08:00,1,2,96.8,1642.0,19.60,67068.2,772407.7,0,1053,32768,29,56.01,1060426.12,13156357.88
2026-08-04T10:56:06+08:00,1,2,96.5,1642.0,19.89,67712.5,772407.7,0,1053,32768,29,55.90,1060426.86,13156357.14
2026-08-04T10:56:16+08:00,1,2,96.3,1645.9,20.22,65610.6,772407.7,0,1053,32768,29,55.94,1060427.13,13156337.87
2026-08-04T10:56:26+08:00,1,2,96.0,1645.9,19.95,64678.0,772407.7,0,1053,32768,29,55.97,1060427.50,13156319.50
2026-08-04T10:56:36+08:00,1,2,95.7,1645.9,20.19,64746.5,772407.7,0,1053,32768,29,55.90,1060427.21,13156301.79
2026-08-04T10:56:46+08:00,1,2,95.4,1645.9,20.24,67538.9,772407.7,0,1053,32768,29,55.97,1060428.23,13156313.77
2026-08-04T10:56:56+08:00,1,2,95.1,1645.9,20.27,67384.4,772407.7,0,1053,32768,29,56.01,1060428.51,13156327.49
2026-08-04T10:57:06+08:00,1,2,94.9,1645.9,19.60,67130.1,772407.7,0,1053,32768,29,55.94,1060428.91,13156357.09
2026-08-04T10:57:16+08:00,1,2,94.7,1645.9,19.19,68329.6,772407.7,96,20635,32768,36,225.96,1060429.36,13156383.64
2026-08-04T10:57:26+08:00,1,2,94.7,1985.9,19.33,69407.6,772407.7,100,2293,32768,32,81.29,1060429.59,13156391.41
2026-08-04T10:57:36+08:00,1,2,94.8,2178.8,18.91,68798.8,772407.7,100,13535,32768,36,243.64,1060429.80,13156391.20
2026-08-04T10:57:46+08:00,1,2,94.8,1986.0,18.98,67866.0,772407.7,98,18315,32768,36,280.47,1060430.05,13156398.95
2026-08-04T10:57:56+08:00,1,2,94.8,2179.4,19.12,68955.6,772407.7,97,14635,32768,37,274.27,1060430.09,13156431.91
2026-08-04T10:58:06+08:00,1,2,94.9,1985.9,18.88,68732.6,772407.7,99,19475,32768,38,306.64,1060430.23,13156445.77
2026-08-04T10:58:16+08:00,1,2,94.9,2178.9,18.60,68442.9,772407.7,98,15495,32768,36,218.95,1060430.35,13156467.65
2026-08-04T10:58:26+08:00,1,2,95.0,1987.1,18.06,68710.1,772407.7,98,20335,32768,38,313.64,1060430.55,13156492.45
2026-08-04T10:58:36+08:00,1,2,95.0,2178.8,17.67,69020.1,772407.7,94,15717,32768,36,206.55,1060430.63,13156511.37
2026-08-04T10:58:46+08:00,1,2,95.0,1986.2,18.23,66815.1,772407.7,98,20635,32768,37,218.46,1060425.56,13156546.44
2026-08-04T10:58:57+08:00,1,2,95.1,1986.8,18.94,67949.9,772407.7,100,11313,32768,33,252.24,1060426.13,13156575.87
2026-08-04T10:59:07+08:00,1,2,95.1,2178.9,17.86,68429.5,772407.7,100,13533,32768,36,293.23,1060426.25,13156586.75
2026-08-04T10:59:17+08:00,1,2,95.1,1986.0,17.34,67758.9,772407.7,98,18317,32768,36,216.37,1060426.37,13156607.63
2026-08-04T10:59:27+08:00,1,2,95.2,2178.8,17.38,68648.4,772407.7,98,14415,32768,37,284.96,1060426.47,13156636.53
2026-08-04T10:59:37+08:00,1,2,95.2,1985.9,17.77,69072.2,772407.7,98,19475,32768,37,218.32,1060426.92,13156675.08
2026-08-04T10:59:47+08:00,1,2,95.2,2179.4,18.37,68707.3,772407.7,97,15715,32768,37,310.93,1060426.99,13156687.01
2026-08-04T10:59:57+08:00,1,2,95.3,1986.6,18.70,68820.2,772407.7,99,20335,32768,38,315.38,1060427.38,13156719.62
2026-08-04T11:00:07+08:00,1,2,95.3,2178.9,18.74,68692.7,772407.7,87,15719,32768,36,135.39,1060427.34,13156737.66
2026-08-04T11:00:17+08:00,1,2,95.4,1986.7,19.15,68686.9,772407.7,87,20637,32768,36,240.56,1060427.23,13156711.77
2026-08-04T11:00:27+08:00,1,2,95.4,1986.0,20.53,68578.3,772407.7,89,17755,32768,35,221.73,1060427.47,13156696.53
2026-08-04T11:00:37+08:00,1,2,95.4,2178.9,19.90,68435.5,772407.7,100,13753,32768,36,221.87,1060427.32,13156676.68
2026-08-04T11:00:47+08:00,1,2,95.5,1986.0,19.55,66711.1,772407.7,98,18615,32768,36,230.31,1060427.17,13156659.83
2026-08-04T11:00:57+08:00,1,2,95.5,2179.4,18.92,68150.7,772407.7,98,14855,32768,38,293.52,1060427.39,13156683.61
2026-08-04T11:01:07+08:00,1,2,95.5,1987.2,18.32,66825.9,772407.7,100,19757,32768,38,319.48,1060427.66,13156697.34
2026-08-04T11:01:17+08:00,1,2,95.6,2178.8,18.50,69175.3,772407.7,98,15715,32768,37,304.49,1060427.42,13156724.58
2026-08-04T11:01:27+08:00,1,2,95.6,1986.1,18.42,67954.2,772407.7,98,20635,32768,38,276.21,1060427.48,13156745.52
2026-08-04T11:01:37+08:00,1,2,95.6,2633.4,18.04,69847.4,772407.7,82,1171,32768,33,75.47,1060427.61,13156760.39
2026-08-04T11:01:47+08:00,1,2,95.7,2032.7,17.86,68813.7,772407.7,90,20639,32768,35,83.84,1060427.11,13156800.89
2026-08-04T11:01:57+08:00,1,2,95.7,1985.9,18.20,69371.3,772407.7,98,18033,32768,36,214.42,1060427.23,13156841.77
2026-08-04T11:02:07+08:00,1,2,95.7,2178.9,17.96,69095.5,772407.7,98,13973,32768,37,278.16,1060427.29,13156898.71
2026-08-04T11:02:17+08:00,1,2,95.8,1986.5,18.20,68059.8,772407.7,98,18895,32768,37,264.10,1060427.58,13156932.42
2026-08-04T11:02:27+08:00,1,2,95.8,2178.9,18.09,68457.2,772407.7,99,15075,32768,38,288.26,1060427.78,13156949.22
2026-08-04T11:02:37+08:00,1,2,95.8,1986.1,18.21,67519.1,772407.7,98,19757,32768,36,207.11,1060427.97,13156988.03
2026-08-04T11:02:47+08:00,1,2,95.9,2179.7,17.89,70725.0,772407.7,97,15715,32768,38,309.96,1060428.08,13157378.92
2026-08-04T11:02:57+08:00,1,2,95.9,1986.0,17.52,69118.8,772407.7,100,20635,32768,38,244.94,1060428.17,13157075.83
2026-08-04T11:03:07+08:00,1,2,95.9,2548.9,16.67,69578.5,772407.7,66,1171,32768,33,73.12,1060428.25,13157079.75
2026-08-04T11:03:18+08:00,1,2,96.0,1986.0,16.85,68657.8,772407.7,88,20637,32768,36,238.13,1060428.54,13157055.46
2026-08-04T11:03:28+08:00,1,2,96.0,1986.1,16.82,70313.5,772407.7,100,18033,32768,37,316.35,1060428.28,13157102.72
2026-08-04T11:03:38+08:00,1,2,96.0,2178.8,16.40,68638.6,772407.7,98,13975,32768,36,255.97,1060428.68,13157054.32
2026-08-04T11:03:48+08:00,1,2,96.1,1986.0,16.11,70021.6,772407.7,99,18895,32768,37,296.14,1060428.88,13157008.12
2026-08-04T11:03:58+08:00,1,2,96.1,2179.3,16.01,69261.0,772407.7,98,15075,32768,37,239.10,1060428.99,13156965.01
2026-08-04T11:04:08+08:00,1,2,96.1,1986.4,16.46,69533.4,772407.7,98,20055,32768,38,273.79,1060429.29,13156894.71
2026-08-04T11:04:18+08:00,1,2,96.1,2179.2,16.85,69379.0,772407.7,86,15719,32768,36,227.72,1060428.94,13156832.06
2026-08-04T11:04:28+08:00,1,2,96.2,1986.0,16.72,69423.8,772407.7,98,20635,32768,38,300.23,1060429.37,13156754.63
2026-08-04T11:04:38+08:00,1,2,96.2,2031.1,17.24,70756.5,772407.7,100,1811,32768,32,73.47,1060429.63,13156699.37
2026-08-04T11:04:48+08:00,1,2,96.2,2178.8,16.50,69760.6,772407.7,60,1813,32768,33,95.41,1060429.93,13156699.07
2026-08-04T11:04:58+08:00,1,2,96.3,1986.0,16.85,69648.2,772407.7,97,18035,32768,36,253.22,1060430.25,13156646.75
2026-08-04T11:05:08+08:00,1,2,96.3,2179.0,16.88,69218.4,772407.7,98,13975,32768,37,259.71,1060430.56,13156691.44
2026-08-04T11:05:18+08:00,1,2,96.3,1986.2,17.13,68515.7,772407.7,98,18895,32768,37,274.14,1060430.98,13156631.02
2026-08-04T11:05:28+08:00,1,2,96.4,2178.9,17.27,68999.9,772407.7,98,15075,32768,38,300.23,1060431.22,13156595.78
2026-08-04T11:05:38+08:00,1,2,96.4,1985.9,17.91,68147.4,772407.7,97,19755,32768,37,245.75,1060431.70,13156569.30
2026-08-04T11:05:48+08:00,1,2,96.4,2179.2,18.31,68903.0,772407.7,98,15717,32768,37,207.87,1060431.90,13156532.10
2026-08-04T11:05:58+08:00,1,2,96.5,1987.2,18.34,68933.8,772407.7,98,20635,32768,38,296.34,1060432.35,13156520.65
2026-08-04T11:06:08+08:00,1,2,96.5,2031.2,19.26,69975.2,772407.7,100,2111,32768,32,76.45,1060432.65,13156461.35
2026-08-04T11:06:18+08:00,1,2,96.5,2178.9,19.36,70335.8,772407.7,98,12773,32768,33,155.31,1060433.05,13156439.95
2026-08-04T11:06:28+08:00,1,2,96.5,1986.0,19.38,69865.6,772407.7,100,18317,32768,37,300.03,1060433.55,13156405.45
2026-08-04T11:06:38+08:00,1,2,96.6,2178.9,19.33,70607.1,772407.7,97,14415,32768,38,306.84,1060433.89,13156365.11
2026-08-04T11:06:48+08:00,1,2,96.6,1986.5,19.74,69767.1,772407.7,97,19477,32768,38,280.59,1060435.42,13156320.58
2026-08-04T11:06:58+08:00,1,2,96.6,2179.5,19.95,68865.9,772407.7,98,15495,32768,38,309.07,1060436.75,13156292.25
2026-08-04T11:07:08+08:00,1,2,96.7,1986.1,19.89,68891.6,772407.7,98,20335,32768,37,222.50,1060437.67,13156232.33
2026-08-04T11:07:18+08:00,1,2,96.7,2178.8,19.52,69212.9,772407.7,86,15719,32768,36,232.13,1060437.93,13156195.07
2026-08-04T11:07:28+08:00,1,2,96.7,1986.1,18.80,68815.7,772407.7,87,20637,32768,36,212.47,1060438.86,13156162.14
2026-08-04T11:07:38+08:00,1,2,96.7,1986.0,17.92,69009.9,772407.7,63,17453,32768,34,244.13,1060438.95,13156132.05
2026-08-04T11:07:49+08:00,1,2,96.8,2178.9,17.47,69037.2,772407.7,100,13533,32768,35,252.09,1060439.48,13156118.52
2026-08-04T11:07:59+08:00,1,2,96.8,1986.4,17.17,68554.4,772407.7,100,18615,32768,37,243.97,1060439.87,13156081.13
2026-08-04T11:08:09+08:00,1,2,96.8,2179.3,17.21,70028.1,772407.7,98,14635,32768,37,220.61,1060440.40,13156039.60
2026-08-04T11:08:19+08:00,1,2,96.8,1986.8,17.91,68357.9,772407.7,99,19755,32768,38,273.96,1060440.66,13156002.34
2026-08-04T11:08:29+08:00,1,2,96.9,2179.6,18.25,70227.9,772407.7,98,15715,32768,37,252.09,1060441.32,13155977.68
2026-08-04T11:08:39+08:00,1,2,96.9,1986.0,18.59,67805.4,772407.7,98,20637,32768,37,272.33,1060441.39,13155959.61
2026-08-04T11:08:49+08:00,1,2,96.9,2031.3,18.73,69118.7,772407.7,100,1591,32768,32,74.00,1060441.66,13155932.34
2026-08-04T11:08:59+08:00,1,2,96.9,2131.1,19.08,68873.5,772407.7,89,20637,32768,34,69.69,1060441.83,13155899.17
2026-08-04T11:09:09+08:00,1,2,97.0,1986.1,19.08,68004.5,772407.7,97,18035,32768,37,286.31,1060442.29,13156525.71
2026-08-04T11:09:19+08:00,1,2,97.0,2178.8,19.30,67610.9,772407.7,98,13975,32768,36,260.03,1060442.29,13155837.71
2026-08-04T11:09:29+08:00,1,2,97.0,1986.5,19.26,67678.9,772407.7,99,18895,32768,37,280.40,1060442.39,13155808.61
2026-08-04T11:09:39+08:00,1,2,97.1,2178.9,19.06,67572.9,772407.7,98,15075,32768,37,249.33,1060442.64,13155799.36
2026-08-04T11:09:49+08:00,1,2,97.1,1986.0,18.57,67616.9,772407.7,97,20055,32768,37,249.00,1060442.85,13155782.15
2026-08-04T11:09:59+08:00,1,2,97.1,2178.9,18.48,67427.1,772407.7,92,15717,32768,36,185.20,1060437.62,13155779.38
2026-08-04T11:10:09+08:00,1,2,97.1,1985.9,18.32,68143.4,772407.7,94,20635,32768,37,224.16,1060437.98,13155766.02
2026-08-04T11:10:19+08:00,1,2,97.2,1989.3,18.25,68294.9,772407.7,100,2293,32768,32,91.13,1060438.15,13155740.85
2026-08-04T11:10:29+08:00,1,2,97.2,2179.3,18.28,68342.1,772407.7,94,13333,32768,35,294.49,1060438.43,13155713.57
2026-08-04T11:10:39+08:00,1,2,97.2,1986.0,18.23,69594.3,772407.7,99,18315,32768,36,269.10,1060438.67,13155704.33
2026-08-04T11:10:49+08:00,1,2,97.2,2179.5,18.04,68782.4,772407.7,99,14415,32768,37,227.72,1060439.04,13155688.96
2026-08-04T11:10:59+08:00,1,2,97.3,1986.0,16.95,68126.8,772407.7,99,19475,32768,38,279.80,1060439.11,13155680.89
2026-08-04T11:11:09+08:00,1,2,97.3,2179.4,16.58,68394.6,772407.7,98,15495,32768,37,249.16,1060439.62,13155691.38
2026-08-04T11:11:19+08:00,1,2,97.3,1986.1,16.49,68651.7,772407.7,98,20335,32768,37,240.39,1060439.58,13155697.42
2026-08-04T11:11:29+08:00,1,2,97.3,2178.8,17.35,68206.6,772407.7,84,15719,32768,36,224.35,1060439.77,13155709.23
2026-08-04T11:11:39+08:00,1,2,97.4,1986.1,17.45,68704.7,772407.7,91,20637,32768,36,235.18,1060440.51,13155712.49
2026-08-04T11:11:49+08:00,1,2,97.4,1986.0,17.91,68043.1,772407.7,68,17453,32768,33,222.85,1060441.11,13155725.89
2026-08-04T11:11:59+08:00,1,2,97.4,2178.9,18.38,68906.8,772407.7,100,13533,32768,36,270.56,1060441.79,13155744.21
2026-08-04T11:12:09+08:00,1,2,97.4,1986.0,18.48,69190.9,772407.7,98,18617,32768,37,216.37,1060442.35,13155784.65
2026-08-04T11:12:19+08:00,1,2,97.5,2179.3,18.79,69065.6,772407.7,98,14635,32768,37,252.08,1060442.88,13155770.12
2026-08-04T11:12:30+08:00,1,2,97.5,1987.3,18.75,68031.1,772407.7,98,19757,32768,37,288.66,1060443.23,13155781.77
2026-08-04T11:12:40+08:00,1,2,97.5,2178.8,19.33,68299.7,772407.7,98,15717,32768,37,216.51,1060443.31,13155820.69
2026-08-04T11:12:50+08:00,1,2,97.5,1986.1,19.60,67900.5,772407.7,98,20635,32768,37,215.88,1060443.72,13155858.28
2026-08-04T11:13:00+08:00,1,2,97.5,2031.1,19.80,68489.6,772407.7,94,1811,32768,32,71.16,1060442.72,13155899.28
2026-08-04T11:13:10+08:00,1,2,97.6,2178.9,20.22,67683.5,772407.7,65,8713,32768,34,251.59,1060442.71,13155929.29
2026-08-04T11:13:20+08:00,1,2,97.6,1987.4,20.04,69376.6,772407.7,98,18315,32768,36,218.46,1060442.91,13155984.09
2026-08-04T11:13:30+08:00,1,2,97.6,2178.9,20.86,69190.3,772407.7,97,14417,32768,37,300.81,1060443.21,13155995.79
2026-08-04T11:13:40+08:00,1,2,97.6,1986.5,20.11,68032.6,772407.7,98,19475,32768,37,273.96,1060443.28,13155995.72
2026-08-04T11:13:50+08:00,1,2,97.6,2178.8,20.12,69074.3,772407.7,98,15715,32768,38,271.23,1060444.69,13156006.31
2026-08-04T11:14:00+08:00,1,2,97.7,1986.0,20.10,69358.0,772407.7,100,20635,32768,38,288.85,1060444.78,13156048.22
2026-08-04T11:14:10+08:00,1,2,97.7,2031.2,19.93,68265.7,772407.7,83,1391,32768,33,74.00,1060444.87,13156091.13
2026-08-04T11:14:20+08:00,1,2,97.7,2178.8,19.48,70664.2,772407.7,62,6217,32768,33,72.00,1060445.40,13156097.60
2026-08-04T11:14:30+08:00,1,2,97.8,1986.4,19.24,68580.0,772407.7,98,18315,32768,37,292.55,1060444.67,13156104.33
2026-08-04T11:14:40+08:00,1,2,97.8,2179.2,18.73,70255.4,772407.7,97,14415,32768,37,304.21,1060443.31,13156106.69
2026-08-04T11:14:50+08:00,1,2,97.8,1986.5,18.22,70468.1,772407.7,98,19197,32768,36,208.57,1060443.59,13156100.41
2026-08-04T11:15:00+08:00,1,2,97.8,2179.2,17.72,69945.8,772407.7,98,15277,32768,37,235.67,1060444.00,13156088.00
2026-08-04T11:15:10+08:00,1,2,97.8,1986.2,17.52,71979.5,772407.7,99,20057,32768,37,286.42,1060444.27,13156722.73
2026-08-04T11:15:20+08:00,1,2,97.9,2178.9,17.44,71383.8,772407.7,82,15719,32768,36,198.35,1060444.58,13156041.42
2026-08-04T11:15:30+08:00,1,2,97.9,1986.0,17.98,72574.8,772407.7,88,20635,32768,36,234.23,1060444.85,13156036.15
2026-08-04T11:15:40+08:00,1,2,97.9,1986.1,18.06,71817.2,772407.7,76,17453,32768,33,142.22,1060445.22,13156031.78
2026-08-04T11:15:50+08:00,1,2,97.9,2179.6,18.94,72272.1,772407.7,100,13533,32768,36,279.01,1060445.60,13156038.40
2026-08-04T11:16:00+08:00,1,2,98.0,1986.3,19.19,73260.5,772407.7,99,18315,32768,36,262.95,1060445.76,13156041.24
2026-08-04T11:16:10+08:00,1,2,98.0,2178.9,19.47,70739.6,772407.7,97,14415,32768,37,261.00,1060446.13,13156054.87
2026-08-04T11:16:20+08:00,1,2,98.0,1986.0,19.27,70437.4,772407.7,99,19475,32768,38,242.34,1060446.38,13156090.62
2026-08-04T11:16:30+08:00,1,2,98.0,2179.4,19.52,70095.2,772407.7,98,15497,32768,37,222.07,1060446.21,13156118.79
2026-08-04T11:16:40+08:00,1,2,98.0,1985.9,18.81,70349.7,772407.7,98,20335,32768,37,263.12,1060447.04,13156148.96
2026-08-04T11:16:50+08:00,1,2,98.1,2202.6,17.71,69874.5,772407.7,83,15719,32768,35,85.31,1060447.62,13156138.38
2026-08-04T11:17:01+08:00,1,2,98.1,1986.5,17.98,69705.5,772407.7,93,20637,32768,36,227.91,1060448.00,13156165.00
2026-08-04T11:17:11+08:00,1,2,98.1,1986.0,17.69,69234.0,772407.7,100,8233,32768,32,262.29,1060448.42,13156189.58
2026-08-04T11:17:21+08:00,1,2,98.1,2178.9,18.46,69756.8,772407.7,100,13535,32768,35,216.85,1060441.00,13156236.00
2026-08-04T11:17:31+08:00,1,2,98.1,1985.9,18.54,68394.5,772407.7,97,18615,32768,37,222.55,1060441.20,13156274.80
2026-08-04T11:17:41+08:00,1,2,98.1,2178.8,18.99,68777.7,772407.7,98,14855,32768,38,223.04,1060441.64,13156298.36
2026-08-04T11:17:51+08:00,1,2,98.2,1986.2,18.85,68378.2,772407.7,98,19755,32768,37,270.56,1060445.06,13156322.94
2026-08-04T11:18:01+08:00,1,2,98.2,2178.9,19.03,67122.9,772407.7,98,15717,32768,36,206.63,1060450.34,13156364.66
2026-08-04T11:18:11+08:00,1,2,98.2,1986.3,19.24,66712.1,772407.7,98,20637,32768,37,226.74,1060450.57,13156435.43
2026-08-04T11:18:21+08:00,1,2,98.2,1986.6,19.43,67882.5,772407.7,95,17453,32768,34,215.39,1060451.80,13156438.20
2026-08-04T11:18:31+08:00,1,2,98.3,2178.9,19.75,68348.3,772407.7,100,13753,32768,37,284.78,1060452.98,13156470.02
2026-08-04T11:18:41+08:00,1,2,98.3,1986.4,19.63,69158.2,772407.7,98,18895,32768,38,298.86,1060453.54,13156466.46
2026-08-04T11:18:51+08:00,1,2,98.3,2179.3,19.76,69261.4,772407.7,98,15077,32768,38,304.41,1060453.80,13156475.20
2026-08-04T11:19:01+08:00,1,2,98.3,1986.1,20.05,68641.5,772407.7,100,20055,32768,37,295.56,1060454.89,13156499.11
2026-08-04T11:19:11+08:00,1,2,98.3,2179.5,20.25,68210.7,772407.7,92,15719,32768,36,227.91,1060455.47,13156507.53
2026-08-04T11:19:21+08:00,1,2,98.4,1986.3,20.86,67911.6,772407.7,95,20637,32768,37,231.47,1060455.78,13156512.22
2026-08-04T11:19:31+08:00,1,2,98.4,1986.5,20.80,67903.4,772407.7,86,17455,32768,34,239.42,1060456.07,13156513.93
2026-08-04T11:19:41+08:00,1,2,98.4,2178.8,20.27,66771.2,772407.7,100,13753,32768,37,279.32,1060456.30,13156517.70
2026-08-04T11:19:51+08:00,1,2,98.4,1986.1,18.91,65111.9,772407.7,98,18617,32768,37,284.29,1060456.35,13156524.65
2026-08-04T11:20:01+08:00,1,2,98.4,2178.8,17.76,65829.8,772407.7,99,14855,32768,37,258.72,1060456.39,13156522.61
2026-08-04T11:20:11+08:00,1,2,98.5,1986.0,16.57,64885.7,772407.7,99,20055,32768,38,277.19,1060456.63,13156526.37
2026-08-04T11:20:21+08:00,1,2,98.5,2178.9,15.70,65421.4,772407.7,86,15717,32768,36,207.39,1060457.17,13156533.83
2026-08-04T11:20:31+08:00,1,2,98.5,1986.1,14.29,64617.7,772407.7,90,20635,32768,36,226.60,1060457.50,13156529.50
2026-08-04T11:20:41+08:00,1,2,98.5,1986.7,13.32,64879.9,772407.7,68,17753,32768,36,290.12,1060457.55,13156516.45
2026-08-04T11:20:51+08:00,1,2,98.5,2178.8,12.43,64672.0,772407.7,100,13975,32768,36,292.64,1060457.67,13156528.33
2026-08-04T11:21:01+08:00,1,2,98.6,1986.0,11.52,64812.6,772407.7,99,18895,32768,36,242.02,1060451.65,13156537.35
2026-08-04T11:21:11+08:00,1,2,98.6,2179.0,11.99,64961.0,772407.7,98,15075,32768,37,266.18,1060451.83,13156532.17
2026-08-04T11:21:21+08:00,1,2,98.6,1986.0,11.07,64417.2,772407.7,100,20337,32768,38,244.94,1060451.89,13156520.11
2026-08-04T11:21:31+08:00,1,2,98.6,2322.9,10.59,65285.3,772407.7,89,10299,32768,34,72.09,1060451.94,13156625.06
2026-08-04T11:21:42+08:00,1,2,98.6,2014.7,9.96,64838.6,772407.7,90,20639,32768,36,89.17,1060452.02,13156852.98
2026-08-04T11:21:52+08:00,1,2,98.6,1986.4,9.83,65017.0,772407.7,98,18035,32768,36,301.49,1060452.27,13157013.73
2026-08-04T11:22:02+08:00,1,2,98.7,2179.4,9.08,64308.4,772407.7,99,13973,32768,37,240.23,1060452.33,13157166.67
2026-08-04T11:22:12+08:00,1,2,98.5,1649.8,8.81,59712.9,772407.7,0,1055,32768,29,56.01,1060452.42,13157174.58
2026-08-04T11:22:22+08:00,1,2,98.3,1649.8,8.22,60349.1,772407.7,0,1055,32768,29,55.90,1060452.28,13157132.72
2026-08-04T11:22:32+08:00,1,2,98.1,1649.8,8.33,62006.8,772407.7,0,1055,32768,29,55.90,1060452.62,13157132.38
2026-08-04T11:22:42+08:00,1,2,97.9,1649.8,7.75,62275.0,772407.7,0,1055,32768,29,55.97,1060452.69,13157077.31
2026-08-04T11:22:52+08:00,1,2,97.7,1649.8,7.88,63898.3,772407.7,0,1055,32768,29,55.90,1060452.74,13157046.26
2026-08-04T11:23:02+08:00,1,2,97.5,1649.8,8.43,64713.0,772407.7,0,1055,32768,29,55.90,1060452.62,13157010.38
2026-08-04T11:23:12+08:00,1,2,97.4,1642.4,7.97,61361.3,772407.7,0,1055,32768,29,55.97,1060452.70,13156976.30
2026-08-04T11:23:22+08:00,1,2,97.2,1642.4,7.73,61285.4,772407.7,0,1055,32768,29,55.94,1060452.95,13156954.05
2026-08-04T11:23:32+08:00,1,2,97.0,1642.4,7.39,62123.6,772407.7,0,1055,32768,29,55.90,1060453.04,13156931.96
2026-08-04T11:23:42+08:00,1,2,96.8,1642.4,7.26,63109.0,772407.7,0,1055,32768,29,55.94,1060453.16,13156906.84
2026-08-04T11:23:52+08:00,1,2,96.6,1642.4,7.16,63342.0,772407.7,0,1055,32768,29,55.90,1060453.27,13156905.73
2026-08-04T11:24:02+08:00,1,2,96.4,1642.4,6.90,64453.4,772407.7,0,1055,32768,29,55.94,1060453.35,13156882.65
2026-08-04T11:24:12+08:00,1,2,96.3,1639.8,7.48,60919.9,772407.7,0,1055,32768,29,55.97,1060453.58,13156858.42
2026-08-04T11:24:22+08:00,1,2,96.1,1639.8,7.71,61549.0,772407.7,0,1055,32768,29,56.01,1060454.19,13156845.81
2026-08-04T11:24:32+08:00,1,2,95.9,1639.8,7.76,62266.3,772407.7,0,1055,32768,29,55.90,1060462.61,13156805.39
2026-08-04T11:24:42+08:00,1,2,95.7,1639.8,7.85,62670.0,772407.7,0,1055,32768,29,56.01,1060468.66,13156780.34
2026-08-04T11:24:52+08:00,1,2,95.5,1639.8,7.58,63524.7,772407.7,0,1055,32768,29,55.97,1060468.73,13156851.27
2026-08-04T11:25:02+08:00,1,2,95.3,1639.8,7.41,64147.9,772407.7,0,1055,32768,29,55.94,1060468.96,13156845.04
2026-08-04T11:25:12+08:00,1,2,95.2,1714.9,7.66,64860.4,772407.7,89,20637,32768,35,76.94,1060469.10,13156838.90
2026-08-04T11:25:22+08:00,1,2,95.2,1989.9,8.03,66105.8,772407.7,99,18035,32768,35,270.38,1060469.18,13156822.82
2026-08-04T11:25:32+08:00,1,2,95.2,2182.9,8.09,65844.0,772407.7,97,14193,32768,36,250.95,1060469.26,13156792.74
2026-08-04T11:25:42+08:00,1,2,95.3,1990.4,7.61,65211.6,772407.7,98,19197,32768,36,233.26,1060469.34,13156762.66
2026-08-04T11:25:52+08:00,1,2,95.3,2182.8,7.52,66150.9,772407.7,98,15495,32768,38,272.99,1060469.48,13156713.52
2026-08-04T11:26:02+08:00,1,2,95.3,1989.9,8.29,66217.4,772407.7,100,20635,32768,38,313.85,1060469.04,13156691.96
2026-08-04T11:26:12+08:00,1,2,95.4,1992.4,9.02,65807.3,772407.7,97,1351,32768,32,73.03,1060469.75,13156635.25
2026-08-04T11:26:23+08:00,1,2,95.4,2183.9,8.69,66504.0,772407.7,73,1053,32768,33,72.05,1060469.90,13156609.10
